Nodos Aristas Frontera |CMF| Segundos
3 2 2 1 0.00002000000000000
5 4 3 2 0.00000900000000000
4 3 2 2 0.00000700000000000
3 2 2 1 0.00002100000000000
5 4 2 2 0.00000400000000000
5 4 3 2 0.00000600000000000
5 4 3 2 0.00000400000000000
4 3 2 2 0.00000600000000000
5 4 2 2 0.00000400000000000
4 3 2 2 0.00000700000000000
4 3 2 2 0.00001100000000000
4 3 2 2 0.00000500000000000
3 2 2 1 0.00000800000000000
5 4 2 2 0.00000400000000000
3 2 2 1 0.00002000000000000
4 3 2 2 0.00000500000000000
6 5 4 2 0.00000800000000000
6 5 4 2 0.00000700000000000
5 4 3 2 0.00000900000000000
7 6 3 2 0.00000300000000000
4 3 2 2 0.00000500000000000
6 5 4 2 0.00000700000000000
7 6 3 2 0.00000900000000000
6 5 4 2 0.00001000000000000
7 6 5 2 0.00000400000000000
7 6 5 2 0.00000400000000000
4 3 2 2 0.00000900000000000
5 4 2 2 0.00000300000000000
5 4 3 2 0.00000400000000000
5 4 2 2 0.00000500000000000
7 6 2 2 0.00000400000000000
7 6 5 2 0.00000500000000000
8 7 6 2 0.00000400000000000
8 7 6 2 0.00000500000000000
4 3 2 2 0.00000500000000000
6 5 4 2 0.00000900000000000
7 6 5 2 0.00000400000000000
6 5 4 2 0.00000800000000000
3 2 2 1 0.00008800000000000
9 8 3 2 0.00000400000000000
8 7 6 2 0.00000600000000000
7 6 2 2 0.00000400000000000
8 7 6 2 0.00000400000000000
8 7 6 2 0.00000300000000000
3 2 2 1 0.00093600000000000
3 2 2 1 0.00000900000000000
8 7 6 2 0.00000500000000000
9 8 3 2 0.00000400000000000
9 8 7 2 0.00000400000000000
9 8 4 2 0.00000400000000000
10 9 8 2 0.00000700000000000
6 5 4 2 0.00000800000000000
9 8 3 2 0.00000500000000000
9 8 4 2 0.00000400000000000
9 8 3 2 0.00000300000000000
4 3 2 2 0.00000700000000000
10 9 8 2 0.00001600000000000
9 8 3 2 0.00000400000000000
10 9 3 2 0.00000400000000000
8 7 6 2 0.00000500000000000
10 9 3 2 0.00000500000000000
8 7 6 2 0.00000400000000000
10 9 3 2 0.00000400000000000
11 10 4 2 0.00001000000000000
10 9 3 2 0.00000500000000000
10 9 3 2 0.00000400000000000
3 2 2 1 0.00000600000000000
8 7 6 2 0.00000500000000000
6 5 4 2 0.00000900000000000
11 10 4 2 0.00000900000000000
6 5 4 2 0.00000900000000000
9 8 3 2 0.00000600000000000
11 10 4 2 0.00001500000000000
10 9 3 2 0.00000600000000000
10 9 3 2 0.00000600000000000
12 11 10 2 0.00000700000000000
11 10 4 2 0.00000400000000000
11 10 4 2 0.00001600000000000
12 11 10 2 0.00001200000000000
11 10 4 2 0.00000700000000000
12 11 10 2 0.00000700000000000
12 11 10 2 0.00000500000000000
11 10 5 2 0.00001200000000000
13 12 5 2 0.00000500000000000
3 2 2 1 0.00002500000000000
12 11 10 2 0.00000500000000000
13 12 4 2 0.00000400000000000
13 12 5 2 0.00000500000000000
11 10 9 2 0.00001600000000000
13 12 6 2 0.00000500000000000
11 10 4 2 0.00001900000000000
13 12 5 2 0.00000500000000000
13 12 5 2 0.00000600000000000
6 5 4 2 0.00000800000000000
8 7 6 2 0.00000500000000000
12 11 10 2 0.00000700000000000
14 13 12 2 0.00000600000000000
12 11 10 2 0.00000500000000000
14 13 12 2 0.00000800000000000
13 12 11 2 0.00000700000000000
12 11 10 2 0.00001000000000000
14 13 12 2 0.00000700000000000
7 6 3 2 0.00000400000000000
3 2 2 1 0.00000900000000000
15 14 13 2 0.00000600000000000
7 6 5 2 0.00001000000000000
11 10 4 2 0.00000400000000000
12 11 10 2 0.00000900000000000
14 13 12 2 0.00000800000000000
14 13 12 2 0.00000600000000000
15 14 6 2 0.00000600000000000
10 9 8 2 0.00000700000000000
14 13 12 2 0.00000600000000000
16 15 4 2 0.00001600000000000
13 12 5 2 0.00000500000000000
15 14 13 2 0.00000700000000000
15 14 13 2 0.00001000000000000
16 15 14 2 0.00001300000000000
15 14 7 2 0.00000600000000000
